id,dexNum,classification,findingIds,currentEvolutionFields,pokeApiRuleIds,bulbapedia,serebiiCachedSpeciesPages
copperajah-gmax,879,transformation_not_species_evolution,,{},443,https://bulbapedia.bulbagarden.net/wiki/Copperajah_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/copperajah/;https://www.serebii.net/pokedex-swsh/copperajah/
copperajah,879,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""cufant"",""evoFromLevel"":34}",443,https://bulbapedia.bulbagarden.net/wiki/Copperajah_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/copperajah/;https://www.serebii.net/pokedex-swsh/copperajah/
corphish,341,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Corphish_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/341.shtml;https://www.serebii.net/pokedex-sm/341.shtml
corsola-galar,222,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/corsola/
corsola,222,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/corsola/
corviknight-gmax,823,transformation_not_species_evolution,,{},419,https://bulbapedia.bulbagarden.net/wiki/Corviknight_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/corviknight/;https://www.serebii.net/pokedex-swsh/corviknight/
corviknight,823,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""corvisquire"",""evoFromLevel"":38}",419,https://bulbapedia.bulbagarden.net/wiki/Corviknight_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/corviknight/;https://www.serebii.net/pokedex-swsh/corviknight/
corvisquire,822,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""rookidee"",""evoFromLevel"":18}",418,https://bulbapedia.bulbagarden.net/wiki/Corvisquire_(Pok%C3%A9mon),
cosmoem,790,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""cosmog"",""evoFromLevel"":43}",402,https://bulbapedia.bulbagarden.net/wiki/Cosmoem_(Pok%C3%A9mon),
cosmog,789,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cosmog_(Pok%C3%A9mon),
cottonee,546,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cottonee_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/546.shtml
crabominable-mega,740,transformation_not_species_evolution,,{},384;512,https://bulbapedia.bulbagarden.net/wiki/Crabominable_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/crabominable/
crabominable,740,has_findings,E13,"{""evolvesFrom"":""crabrawler"",""evoFromItem"":""icestone""}",384;512,https://bulbapedia.bulbagarden.net/wiki/Crabominable_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/crabominable/
crabrawler,739,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Crabrawler_(Pok%C3%A9mon),
cradily,346,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""lileep"",""evoFromLevel"":40}",177,https://bulbapedia.bulbagarden.net/wiki/Cradily_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/346.shtml;https://www.serebii.net/pokedex-sm/346.shtml
cramorant-gorging,845,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Cramorant_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/cramorant/;https://www.serebii.net/pokedex-swsh/cramorant/
cramorant-gulping,845,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Cramorant_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/cramorant/;https://www.serebii.net/pokedex-swsh/cramorant/
cramorant,845,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cramorant_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/cramorant/;https://www.serebii.net/pokedex-swsh/cramorant/
cranidos,408,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cranidos_(Pok%C3%A9mon),
crawdaunt,342,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""corphish"",""evoFromLevel"":30}",175,https://bulbapedia.bulbagarden.net/wiki/Crawdaunt_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/342.shtml;https://www.serebii.net/pokedex-sm/342.shtml
cresselia,488,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/488.shtml
croagunk-f,453,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/453.shtml;https://www.serebii.net/pokedex-swsh/croagunk/
croagunk,453,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/453.shtml;https://www.serebii.net/pokedex-swsh/croagunk/
crobat,169,has_findings,E02,"{""evolvesFrom"":""golbat""}",94,https://bulbapedia.bulbagarden.net/wiki/Crobat_(Pok%C3%A9mon),
crocalor,910,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""fuecoco"",""evoFromLevel"":16}",470,https://bulbapedia.bulbagarden.net/wiki/Crocalor_(Pok%C3%A9mon),
croconaw,159,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""totodile"",""evoFromLevel"":18}",88,https://bulbapedia.bulbagarden.net/wiki/Croconaw_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/159.shtml
crustle,558,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""dwebble"",""evoFromLevel"":34}",281,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/558.shtml
cryogonal,615,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/615.shtml
cubchoo,613,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/613.shtml
cubone,104,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon),
cufant,878,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cufant_(Pok%C3%A9mon),
cursola,864,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""corsola-galar"",""evoFromLevel"":38}",456,https://bulbapedia.bulbagarden.net/wiki/Cursola_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/cursola/
cutiefly,742,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cutiefly_(Pok%C3%A9mon),
cyclizar,967,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cyclizar_(Pok%C3%A9mon),
cyndaquil,155,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Cyndaquil_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/155.shtml
dachsbun,927,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""fidough"",""evoFromLevel"":26}",480,https://bulbapedia.bulbagarden.net/wiki/Dachsbun_(Pok%C3%A9mon),
darkrai-mega,491,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/491.shtml;https://www.serebii.net/pokedex-sv/darkrai/
darkrai,491,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/491.shtml;https://www.serebii.net/pokedex-sv/darkrai/
darmanitan-galar-zen,555,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/555.shtml;https://www.serebii.net/pokedex-sm/555.shtml;https://www.serebii.net/pokedex-swsh/darmanitan/;https://www.serebii.net/pokedex-xy/555.shtml
darmanitan-galar,555,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""darumaka-galar"",""evoFromItem"":""icestone""}",458,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/555.shtml;https://www.serebii.net/pokedex-sm/555.shtml;https://www.serebii.net/pokedex-swsh/darmanitan/;https://www.serebii.net/pokedex-xy/555.shtml
darmanitan-zen,555,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/555.shtml;https://www.serebii.net/pokedex-sm/555.shtml;https://www.serebii.net/pokedex-swsh/darmanitan/;https://www.serebii.net/pokedex-xy/555.shtml
darmanitan,555,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""darumaka"",""evoFromLevel"":35}",280,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/555.shtml;https://www.serebii.net/pokedex-sm/555.shtml;https://www.serebii.net/pokedex-swsh/darmanitan/;https://www.serebii.net/pokedex-xy/555.shtml
dartrix,723,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""rowlet"",""evoFromLevel"":17}",373,https://bulbapedia.bulbagarden.net/wiki/Dartrix_(Pok%C3%A9mon),
darumaka-galar,554,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/554.shtml;https://www.serebii.net/pokedex-swsh/darumaka/
darumaka,554,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/554.shtml;https://www.serebii.net/pokedex-swsh/darumaka/
decidueye-hisui,724,has_findings,E18,"{""evolvesFrom"":""dartrix"",""evoFromLevel"":36}",534,https://bulbapedia.bulbagarden.net/wiki/Decidueye_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/decidueye/
decidueye,724,has_findings,E18,"{""evolvesFrom"":""dartrix"",""evoFromLevel"":34}",374,https://bulbapedia.bulbagarden.net/wiki/Decidueye_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/decidueye/
dedenne,702,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dedenne_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/702.shtml
deerling-autumn,585,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/585.shtml;https://www.serebii.net/pokedex-sm/585.shtml;https://www.serebii.net/pokedex-xy/585.shtml
deerling-summer,585,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/585.shtml;https://www.serebii.net/pokedex-sm/585.shtml;https://www.serebii.net/pokedex-xy/585.shtml
deerling-winter,585,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/585.shtml;https://www.serebii.net/pokedex-sm/585.shtml;https://www.serebii.net/pokedex-xy/585.shtml
deerling,585,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/585.shtml;https://www.serebii.net/pokedex-sm/585.shtml;https://www.serebii.net/pokedex-xy/585.shtml
deino,633,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/633.shtml;https://www.serebii.net/pokedex-swsh/deino/
delcatty,301,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""skitty"",""evoFromItem"":""moonstone""}",159,https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/301.shtml;https://www.serebii.net/pokedex-dp/301.shtml;https://www.serebii.net/pokedex-sm/301.shtml
delibird,225,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon),
delphox-mega,655,transformation_not_species_evolution,,{},333,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/655.shtml;https://www.serebii.net/pokedex-sv/delphox/
delphox,655,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""braixen"",""evoFromLevel"":36}",333,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/655.shtml;https://www.serebii.net/pokedex-sv/delphox/
deoxys-attack,386,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/386.shtml;https://www.serebii.net/pokedex-dp/386.shtml;https://www.serebii.net/pokedex-rs/386.shtml;https://www.serebii.net/pokedex-sm/386.shtml;https://www.serebii.net/pokedex-swsh/deoxys/
deoxys-defense,386,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/386.shtml;https://www.serebii.net/pokedex-dp/386.shtml;https://www.serebii.net/pokedex-rs/386.shtml;https://www.serebii.net/pokedex-sm/386.shtml;https://www.serebii.net/pokedex-swsh/deoxys/
deoxys-speed,386,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/386.shtml;https://www.serebii.net/pokedex-dp/386.shtml;https://www.serebii.net/pokedex-rs/386.shtml;https://www.serebii.net/pokedex-sm/386.shtml;https://www.serebii.net/pokedex-swsh/deoxys/
deoxys,386,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/386.shtml;https://www.serebii.net/pokedex-dp/386.shtml;https://www.serebii.net/pokedex-rs/386.shtml;https://www.serebii.net/pokedex-sm/386.shtml;https://www.serebii.net/pokedex-swsh/deoxys/
dewgong,87,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""seel"",""evoFromLevel"":34}",53,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/087.shtml;https://www.serebii.net/pokedex-swsh/dewgong/
dewott,502,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""oshawott"",""evoFromLevel"":17}",251,https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/502.shtml
dewpider,751,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dewpider_(Pok%C3%A9mon),
dhelmise,781,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dhelmise_(Pok%C3%A9mon),
dialga-origin,483,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/483.shtml;https://www.serebii.net/pokedex-sm/483.shtml;https://www.serebii.net/pokedex-sv/dialga/;https://www.serebii.net/pokedex-swsh/dialga/
dialga,483,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/483.shtml;https://www.serebii.net/pokedex-sm/483.shtml;https://www.serebii.net/pokedex-sv/dialga/;https://www.serebii.net/pokedex-swsh/dialga/
diancie-mega,719,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Diancie_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/719.shtml;https://www.serebii.net/pokedex-swsh/diancie/;https://www.serebii.net/pokedex-xy/719.shtml
diancie,719,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Diancie_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/719.shtml;https://www.serebii.net/pokedex-swsh/diancie/;https://www.serebii.net/pokedex-xy/719.shtml
diggersby,660,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""bunnelby"",""evoFromLevel"":20}",345,https://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/660.shtml
diglett-alola,50,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Diglett_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/050.shtml;https://www.serebii.net/pokedex-swsh/diglett/
diglett,50,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Diglett_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/050.shtml;https://www.serebii.net/pokedex-swsh/diglett/
dipplin,1011,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""applin"",""evoFromItem"":""syrupyapple""}",541,https://bulbapedia.bulbagarden.net/wiki/Dipplin_(Pok%C3%A9mon),
ditto,132,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Ditto_(Pok%C3%A9mon),
dodrio-f,85,has_findings,E25,"{""evolvesFrom"":""doduo"",""evoFromLevel"":31}",52,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/085.shtml
dodrio,85,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""doduo"",""evoFromLevel"":31}",52,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/085.shtml
doduo-f,84,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/084.shtml
doduo,84,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/084.shtml
dolliv,929,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""smoliv"",""evoFromLevel"":25}",481,https://bulbapedia.bulbagarden.net/wiki/Dolliv_(Pok%C3%A9mon),
dondozo,977,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dondozo_(Pok%C3%A9mon),
donphan-f,232,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""phanpy"",""evoFromLevel"":25}",124,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/232.shtml
donphan,232,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""phanpy"",""evoFromLevel"":25}",124,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/232.shtml
dottler,825,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""blipbug"",""evoFromLevel"":10}",420,https://bulbapedia.bulbagarden.net/wiki/Dottler_(Pok%C3%A9mon),
doublade,680,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""honedge"",""evoFromLevel"":35}",339,https://bulbapedia.bulbagarden.net/wiki/Doublade_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/doublade/
dracovish,882,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dracovish_(Pok%C3%A9mon),
dracozolt,880,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dracozolt_(Pok%C3%A9mon),
dragalge-mega,691,transformation_not_species_evolution,,{},351,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/691.shtml;https://www.serebii.net/pokedex-sv/dragalge/;https://www.serebii.net/pokedex-swsh/dragalge/
dragalge,691,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""skrelp"",""evoFromLevel"":48}",351,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/691.shtml;https://www.serebii.net/pokedex-sv/dragalge/;https://www.serebii.net/pokedex-swsh/dragalge/
dragapult,887,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""drakloak"",""evoFromLevel"":60}",445,https://bulbapedia.bulbagarden.net/wiki/Dragapult_(Pok%C3%A9mon),
dragonair,148,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""dratini"",""evoFromLevel"":30}",82,https://bulbapedia.bulbagarden.net/wiki/Dragonair_(Pok%C3%A9mon),
dragonite-mega,149,transformation_not_species_evolution,,{},83,https://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/dragonite/
dragonite,149,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""dragonair"",""evoFromLevel"":55}",83,https://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/dragonite/
drakloak,886,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""dreepy"",""evoFromLevel"":50}",444,https://bulbapedia.bulbagarden.net/wiki/Drakloak_(Pok%C3%A9mon),
drampa-mega,780,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Drampa_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/780.shtml;https://www.serebii.net/pokedex-sv/drampa/;https://www.serebii.net/pokedex-swsh/drampa/
drampa,780,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Drampa_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/780.shtml;https://www.serebii.net/pokedex-sv/drampa/;https://www.serebii.net/pokedex-swsh/drampa/
drapion,452,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""skorupi"",""evoFromLevel"":40}",225,https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/452.shtml
dratini,147,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dratini_(Pok%C3%A9mon),
drednaw-gmax,834,transformation_not_species_evolution,,{},425,https://bulbapedia.bulbagarden.net/wiki/Drednaw_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/drednaw/;https://www.serebii.net/pokedex-swsh/drednaw/
drednaw,834,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""chewtle"",""evoFromLevel"":22}",425,https://bulbapedia.bulbagarden.net/wiki/Drednaw_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/drednaw/;https://www.serebii.net/pokedex-swsh/drednaw/
dreepy,885,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dreepy_(Pok%C3%A9mon),
drifblim,426,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""drifloon"",""evoFromLevel"":28}",214,https://bulbapedia.bulbagarden.net/wiki/Drifblim_(Pok%C3%A9mon),
drifloon,425,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Drifloon_(Pok%C3%A9mon),
drilbur,529,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Drilbur_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/529.shtml
drizzile,817,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""sobble"",""evoFromLevel"":16}",415,https://bulbapedia.bulbagarden.net/wiki/Drizzile_(Pok%C3%A9mon),
drowzee,96,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon),
druddigon,621,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/621.shtml
dubwool,832,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""wooloo"",""evoFromLevel"":24}",424,https://bulbapedia.bulbagarden.net/wiki/Dubwool_(Pok%C3%A9mon),
ducklett,580,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/580.shtml
dudunsparce-three-segment,982,has_findings,E08,"{""evolvesFrom"":""dunsparce"",""evoFromMove"":""hyperdrill""}",561,https://bulbapedia.bulbagarden.net/wiki/Dudunsparce_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/dudunsparce/
dudunsparce,982,has_findings,E08,"{""evolvesFrom"":""dunsparce"",""evoFromMove"":""hyperdrill""}",507,https://bulbapedia.bulbagarden.net/wiki/Dudunsparce_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/dudunsparce/
dugtrio-alola,51,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""diglett-alola"",""evoFromLevel"":26}",518,https://bulbapedia.bulbagarden.net/wiki/Dugtrio_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/051.shtml;https://www.serebii.net/pokedex-swsh/dugtrio/
dugtrio,51,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""diglett"",""evoFromLevel"":26}",33,https://bulbapedia.bulbagarden.net/wiki/Dugtrio_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/051.shtml;https://www.serebii.net/pokedex-swsh/dugtrio/
dunsparce,206,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/206.shtml;https://www.serebii.net/pokedex-sm/206.shtml
duosion,578,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""solosis"",""evoFromLevel"":32}",291,https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/578.shtml;https://www.serebii.net/pokedex-swsh/duosion/
duraludon-gmax,884,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Duraludon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/duraludon/;https://www.serebii.net/pokedex-swsh/duraludon/
duraludon,884,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Duraludon_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/duraludon/;https://www.serebii.net/pokedex-swsh/duraludon/
durant,632,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/632.shtml
dusclops,356,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""duskull"",""evoFromLevel"":37}",181,https://bulbapedia.bulbagarden.net/wiki/Dusclops_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/356.shtml
dusknoir,477,has_findings,E01;E11;E14,"{""evolvesFrom"":""dusclops"",""evoFromItem"":""reapercloth""}",245,https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/477.shtml
duskull,355,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Duskull_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/355.shtml
dustox-f,269,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""cascoon"",""evoFromLevel"":10}",141,https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/269.shtml;https://www.serebii.net/pokedex-sm/269.shtml
dustox,269,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""cascoon"",""evoFromLevel"":10}",141,https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/269.shtml;https://www.serebii.net/pokedex-sm/269.shtml
dwebble,557,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/557.shtml
eelektrik,603,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""tynamo"",""evoFromLevel"":39}",304,https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon),
